4
10000 10000
259 406 462 703 908625625
144 751 178 896 334433842
488 833 514 606 317397471
542 617 389 560 465163818
278 543 6 820 841207909
169 248 309 784 263002322
153 427 491 586 784419529
875 920 69 261 297098840
288 495 602 729 525420304
359 428 140 972 52616519
173 686 820 961 356311667
163 214 532 849 619309445
364 674 315 645 317161117
354 830 88 773 476384999
530 596 206 986 98854347
390 510 208 507 990186095
67 777 524 565 784600794
190 371 131 670 308911593
561 983 281 503 67702783
234 913 783 917 291378543
27 546 197 800 518467770
93 331 620 681 684491358
553 588 212 723 810899401
300 522 9 533 252672909
625 877 405 627 153434538
406 941 35 298 746258793
417 492 227 411 77440810
196 236 69 107 837166745
260 724 35 784 643670623
238 844 291 622 317278600
24 846 232 844 122094506
244 576 70 415 126496231
334 986 446 631 273266116
532 682 34 674 923160298
161 573 343 913 652851906
103 799 448 999 888367010
109 790 456 881 217296932
94 313 115 550 552800893
34 478 597 705 661603620
415 756 103 722 831103368
247 572 55 990 359690397
21 342 564 996 929310910
185 396 57 736 723531443
537 631 624 852 719411165
189 425 93 399 127109896
325 783 487 496 126040971
145 959 174 331 895755006
753 794 621 998 526231677
580 969 109 176 581527192
361 587 48 984 57920863
138 299 879 921 981877314
119 975 44 470 179626587
601 771 607 989 730201462
307 677 397 742 512481603
123 999 265 610 998754100
361 487 80 962 920894199
284 416 166 215 608241527
451 648 296 409 216424099
249 450 304 462 325782610
53 684 593 813 563493575
444 859 85 226 425714732
356 847 390 705 685910637
245 899 274 862 156801457
300 451 346 806 319262255
377 955 500 957 448265668
411 791 324 597 718035259
920 927 311 358 49430606
18 441 523 717 228347892
59 232 68 491 124562383
224 370 634 803 68875264
550 838 596 891 661008774
653 745 872 991 215771116
348 703 598 662 973154408
98 898 215 897 354207962
144 518 341 571 273323311
555 830 300 471 281211113
82 88 396 633 305725385
556 811 39 408 992849260
509 700 286 599 350561247
596 734 72 849 407340726
226 606 126 547 818961876
912 978 420 642 863943701
63 160 321 478 594967590
162 409 283 307 519898572
98 296 128 424 561105458
22 398 729 776 292141370
62 83 794 850 272738977
207 837 345 404 300231633
520 623 486 644 939794613
161 929 797 924 567383049
422 569 105 260 922253642
297 942 571 765 702305425
609 799 468 791 537946696
2 27 722 937 902205420
113 552 179 844 398463354
787 929 42 162 750833640
101 109 430 657 510009065
297 932 325 411 154511136
308 599 242 357 932557124
413 438 188 861 933878186
23 687 293 674 405521622
650 918 460 608 551722009
261 796 96 575 174104979
140 902 411 442 785421114
92 300 412 726 471448375
204 222 344 908 65215136
686 883 82 202 284103680
197 557 9 30 770395520
180 661 186 216 129808716
443 661 93 501 915210026
461 508 333 813 209294175
390 627 604 949 904100375
124 787 44 971 598598260
338 716 86 115 146480515
381 823 297 543 892202568
821 989 383 851 454650588
265 903 217 228 33564984
198 317 764 832 466015393
144 760 507 642 354789888
180 871 92 482 689597025
124 194 541 559 571601079
233 797 836 846 747323440
503 979 217 953 950341896
4 301 259 753 156571114
388 717 795 801 814634219
453 969 108 698 839177169
364 569 528 629 810783193
135 215 455 553 860302583
607 621 25 506 671592758
398 549 67 92 132077730
222 566 7 982 996335801
5 126 46 545 104434020
473 987 463 880 402428113
647 882 9 238 53579611
655 934 120 230 957422865
400 536 98 928 690622603
263 592 571 946 863772134
588 818 135 645 358060293
272 315 369 829 458293977
454 524 211 520 285736468
237 406 429 784 390123482
49 176 439 675 460618328
750 759 551 956 451560672
282 792 63 502 528377561
422 743 9 374 318423893
199 612 678 933 62196267
184 434 251 505 804219474
588 749 388 548 410919043
577 975 365 814 500207820
171 735 686 721 653264677
522 883 294 580 135670691
322 659 242 722 10634254
452 695 565 916 47552735
280 872 524 953 573368680
308 443 347 947 355498920
100 592 316 321 230900606
403 991 218 645 972658568
65 735 161 530 167536244
148 237 137 147 479752866
411 921 212 245 295585128
15 971 440 653 2380121
530 609 464 602 38338279
264 821 585 633 336817663
191 440 516 832 996182186
489 524 196 442 776244429
61 973 456 875 710155802
150 168 377 864 600737539
24 428 60 691 349106622
698 781 799 832 784903263
415 653 432 670 23029686
679 907 10 955 712795075
159 611 458 621 846929541
31 312 375 796 74384418
155 855 315 951 465838051
6 194 251 406 75150586
202 922 848 971 472950661
748 791 130 289 181131179
389 656 728 868 363090431
164 455 256 749 101347079
173 407 92 135 262809756
103 996 2 639 258693142
94 649 123 856 980669859
117 355 347 494 355482662
278 554 100 606 992895505
461 947 431 948 811073417
31 347 113 389 3662466
634 869 487 935 671938728
805 856 35 288 238749630
724 894 161 806 230930757
637 957 230 355 239999124
18 877 208 263 135393489
323 949 338 665 339686268
235 794 756 800 762104921
763 887 52 163 539474876
785 873 40 617 637528399
869 951 177 486 841806390
88 327 467 675 248254982
110 153 908 925 807014974
203 304 405 795 42926880
615 675 480 866 276104802
309 684 589 932 203655931
126 252 577 984 938271054
140 501 21 225 288141065
203 245 697 786 22543329
760 985 438 742 576112336
354 815 327 880 252885203
138 205 188 612 11849818
258 798 632 640 84214328
262 824 390 598 430391910
107 495 172 839 635121844
6 716 663 898 685206463
83 273 140 503 802511595
19 551 464 750 324851227
212 450 508 676 952838596
402 455 18 45 834425313
368 755 452 582 746331949
4 105 763 939 168417409
109 189 11 391 785829565
230 907 110 332 102615714
530 993 634 639 325591455
107 162 879 930 620204004
185 381 63 875 456244270
170 729 723 973 422002954
317 894 215 567 648537598
69 610 18 978 674258126
878 957 50 739 548320915
239 241 325 495 384915170
182 984 507 514 943530907
70 325 176 716 349868305
76 268 199 277 603239697
184 571 225 459 579738815
131 163 539 624 235199578
479 627 352 953 696658213
76 535 440 514 897642806
361 875 323 497 836021319
234 472 398 909 626078487
601 941 69 641 140606690
530 653 271 461 319439536
112 493 598 764 754682303
204 524 884 888 326837904
332 510 392 588 433530871
10 596 872 996 56744030
705 785 283 351 190116420
517 887 309 915 273776837
108 561 593 816 914387659
369 935 192 644 381567796
87 242 832 939 127176236
586 896 53 94 79983994
368 790 593 599 280383696
492 523 475 696 530088400
142 846 26 512 432016345
406 424 48 610 19277646
131 862 324 443 857645290
496 550 304 977 210309656
889 977 268 808 141595455
631 681 21 56 667872587
513 849 4 535 54539646
637 664 235 252 577745745
421 518 535 552 656516161
383 453 268 784 71248445
161 568 408 645 627939885
107 632 13 769 190013960
635 773 24 925 214698849
384 979 486 622 71578058
509 633 830 895 792228300
371 714 139 829 64634307
70 140 540 968 543566980
142 898 75 921 511348068
134 135 192 884 401603647
350 649 757 929 490790416
180 846 206 517 263158283
43 739 231 240 827567515
560 880 693 812 831208669
178 368 97 302 827477979
527 589 324 369 868757428
22 622 19 704 228305534
180 518 230 826 52681080
756 955 250 670 160097206
399 947 282 827 426163863
195 899 107 202 819987506
357 638 572 647 680482248
601 712 275 367 307949115
76 218 305 702 891177511
266 427 466 954 143208866
411 871 428 898 497419891
271 788 460 982 593696146
703 713 1 898 344582083
178 976 547 995 756037967
450 763 442 614 543001532
817 879 148 990 629904398
102 654 43 178 110790391
134 634 148 455 657923143
68 997 490 877 998357280
220 797 313 762 392131095
397 445 354 519 955250529
192 933 293 773 716298145
449 817 786 987 227887145
386 830 21 893 359345314
271 346 415 927 690246980
32 746 271 650 415434089
158 306 229 325 517693042
528 611 1 812 976143914
115 696 606 668 678400421
81 789 460 970 744767809
199 928 15 684 187211501
70 650 1 921 877157578
492 686 130 280 966930132
14 232 523 933 891886310
125 139 299 644 635993896
315 633 205 629 631813324
312 969 308 671 617101584
727 738 353 980 448050553
465 992 523 571 3041784
865 887 355 566 885953705
351 969 162 647 323180653
673 817 689 981 309118971
232 544 304 946 832871024
441 794 117 447 182842515
931 979 64 460 449993598
235 406 188 745 113748804
66 492 646 850 339249871
180 319 22 560 157243487
162 388 589 861 83692708
873 992 79 179 908508699
402 925 15 191 257807665
365 769 182 904 887961254
54 648 235 772 781608497
559 999 321 529 668627832
718 729 340 426 956855461
199 658 54 522 516785966
421 897 129 691 538820365
421 564 509 720 395357663
78 413 573 653 158484672
65 379 97 937 129792338
11 790 268 280 41603099
636 714 102 452 903394652
303 482 184 412 803813195
17 717 782 867 184165899
374 723 862 982 5532856
190 283 722 838 837134362
183 881 524 627 164039191
181 872 26 584 557415326
204 839 576 591 43837535
300 807 756 847 251567009
155 220 26 510 864681200
33 748 18 142 667179235
177 585 294 563 501536105
923 939 575 925 868967084
308 992 22 601 378300588
665 741 331 421 450637292
807 852 41 499 521584110
187 387 228 397 645854305
253 973 663 985 55982573
487 571 615 719 976167664
528 530 731 930 861521399
790 984 872 882 580565676
404 816 137 304 99169071
434 742 385 471 882398606
486 986 321 658 809162452
15 442 554 976 411699270
36 688 34 70 797324676
430 679 111 795 116117095
378 407 218 752 927980502
95 418 666 870 276876490
332 504 537 817 151974822
47 750 376 783 460002381
580 1000 474 694 858358599
138 684 8 598 442385770
90 824 403 628 265053645
144 636 896 964 234579763
38 834 485 658 94176204
240 446 213 541 44600074
98 293 405 501 101642604
1 324 639 755 437873426
511 541 178 861 111482214
437 579 372 952 369740986
386 476 699 921 115403583
657 964 101 652 692538463
149 872 443 825 125274609
800 999 413 443 599109840
353 905 577 584 385506246
266 410 843 910 733419801
534 648 71 930 213553229
24 551 192 884 63647899
171 547 6 739 652766906
116 568 742 754 603105343
272 841 38 739 829559137
63 684 406 918 97291686
83 326 294 300 135271838
316 432 30 575 913433935
387 428 303 710 604514244
599 913 227 869 693138532
369 546 401 804 101819641
484 789 134 662 763801390
515 770 686 761 355445722
321 802 99 838 75353869
102 847 549 831 269404117
454 971 485 613 637830987
180 801 150 649 119906131
155 765 366 446 129293261
36 189 516 819 355268576
134 979 385 446 241807702
204 364 840 847 769713429
167 532 248 701 527310027
78 276 819 900 768242168
87 286 43 125 934226519
393 787 73 137 633204540
486 590 440 684 894551733
422 869 72 872 499931875
52 682 68 410 238092816
121 868 363 615 528502907
170 832 110 661 181468702
814 903 20 949 159645279
304 398 441 863 738122249
226 705 337 510 459579830
236 594 605 735 748555000
483 868 78 979 159662905
671 945 337 523 617533171
121 383 122 305 134674594
311 990 574 592 484603168
600 731 108 996 812708624
724 907 53 733 416115318
540 924 186 234 639626864
409 815 62 107 858500352
907 969 250 973 174180495
430 543 777 926 637359141
30 834 203 417 816117778
610 890 132 825 348515151
375 634 166 829 246938691
936 950 765 887 488939151
59 119 85 937 229868324
254 704 763 893 924963277
804 873 151 825 538796002
129 932 685 870 415247824
273 365 113 319 187170139
237 830 571 633 994416762
251 545 62 992 454112939
448 616 16 423 176431258
488 646 84 407 342065405
281 334 450 895 373697277
270 626 336 654 169084589
44 378 55 534 318412983
674 765 42 982 932083755
334 914 47 768 748266090
486 908 95 222 407137596
171 520 189 836 122392341
75 463 466 981 117411173
69 268 257 744 130525464
645 961 392 701 954409479
152 251 181 650 668573655
413 961 81 712 896945214
11 926 213 559 312838611
806 902 238 896 862872213
17 29 328 865 395355628
189 513 444 846 483869738
239 613 490 545 900557662
301 482 620 863 21270636
442 523 41 204 688032812
395 427 309 394 334678174
35 599 640 911 855855603
637 792 511 878 661146119
807 910 601 629 727677504
24 911 449 787 25347509
78 496 424 474 379383328
357 885 45 638 505268502
213 485 440 458 82506357
109 241 331 705 871388244
64 244 439 920 902938583
413 748 553 894 542681324
25 303 338 609 35785348
109 955 710 791 138104008
38 469 863 894 986816743
510 713 850 989 102949332
133 632 811 823 605411624
102 964 100 525 237129020
321 869 119 520 521343407
110 161 213 554 964584508
396 787 77 771 652442614
91 585 125 882 791174760
256 841 412 666 290461810
176 529 31 502 244791028
139 538 816 881 280862661
671 863 92 286 693231899
181 672 466 778 744672484
198 815 466 903 312398901
213 908 407 678 537200430
407 790 237 682 17305971
202 676 244 779 714741499
28 888 380 570 69910040
166 671 403 463 196018384
840 892 544 609 345997724
77 285 5 507 486376998
485 487 6 691 416410457
516 560 121 338 454033526
629 887 469 918 111216919
642 981 502 692 448701779
41 137 47 854 483764376
644 914 656 775 36094956
672 940 112 395 324647948
618 660 391 742 785829302
228 933 648 962 524845612
161 379 391 794 70659267
12 24 540 728 811933819
262 821 105 697 850787817
383 919 77 612 879287276
415 758 70 439 626989895
196 536 847 913 589641276
123 152 20 392 391415162
146 281 86 634 112920945
597 673 766 952 22388827
27 191 311 829 516491031
525 618 82 380 46378964
324 642 233 640 606568434
154 824 85 969 27865581
12 489 696 765 614754031
450 458 622 912 431861963
355 376 156 987 10084173
490 870 458 562 722443286
179 588 324 530 829739794
38 589 179 425 497069780
71 794 270 297 222163379
606 919 489 700 660549607
415 836 953 990 259808282
35 754 307 417 554405446
753 834 174 781 473240018
48 150 160 588 8565363
626 889 349 527 458397413
301 919 108 256 98629309
554 802 253 953 635326432
22 359 13 414 86929018
99 923 562 907 877568442
712 788 157 299 370243583
473 734 212 300 922397337
88 288 330 975 123661894
453 883 157 597 700875948
626 698 504 511 914602381
767 917 76 769 869063041
152 517 48 317 517846669
252 796 365 828 376401941
284 598 54 295 603066591
773 911 141 633 816187596
754 845 453 555 380291430
256 961 29 476 483576557
280 843 329 828 814211087
453 582 49 639 567840488
683 994 114 267 260075856
164 514 851 882 371677514
491 751 184 848 53421071
175 615 169 429 194745320
244 648 421 475 216017298
120 439 447 524 630283609
179 597 509 556 908304725
16 656 631 708 331314320
487 575 92 854 923294653
153 811 185 882 312214773
207 386 100 430 849619120
184 413 137 939 423470333
83 323 271 985 659452498
241 266 608 759 422803432
433 981 138 790 152897080
181 428 299 1000 40899824
298 872 68 157 348073599
532 940 166 245 23664829
61 230 787 832 966693987
219 300 866 994 916555702
86 934 507 563 761904388
87 839 379 606 884469322
356 766 351 654 479151583
248 758 37 672 591671262
194 484 120 260 898758414
488 505 523 547 630409460
119 724 890 903 534224571
183 499 688 743 979434836
459 906 14 718 716773540
664 851 691 941 875092235
680 940 427 776 632026856
634 664 443 684 10418426
390 503 126 391 148812985
933 979 17 515 117926135
826 895 571 695 664145063
619 826 115 685 372973228
352 702 29 422 455598639
596 714 387 643 118480014
575 954 159 387 770073572
142 635 189 462 481709008
423 718 322 933 784182752
519 876 409 511 611665008
2 255 157 583 633051498
269 317 330 535 722706367
9 566 367 604 12167972
207 288 119 829 54598314
21 770 552 632 595755137
326 419 810 866 869583680
245 433 404 818 818338651
127 880 593 843 291542181
473 634 6 222 846206268
426 747 683 796 944031294
795 802 771 774 620264603
71 730 221 953 654209722
105 359 247 283 323883348
646 776 523 622 621697289
386 773 36 866 379383556
268 856 265 948 370938019
361 426 309 478 159741782
93 393 239 435 189019441
25 312 381 678 390543021
257 547 111 144 719973563
5 861 360 689 545887540
87 475 195 444 715179267
398 653 278 983 570809253
295 993 394 542 444195100
63 926 220 475 603014017
277 654 504 865 428701563
456 608 9 530 149294101
237 269 549 865 373766687
12 683 397 469 941484144
247 344 327 739 623353016
85 180 447 768 561278590
639 919 575 972 654395927
8 419 588 984 300677404
525 694 308 963 308410412
70 273 523 872 619500221
428 843 194 955 390296522
210 267 521 858 2724450
36 991 301 488 349472122
641 750 12 670 569917466
543 587 443 729 786101207
190 625 643 754 61171947
579 905 120 371 949165577
745 765 667 694 628259253
43 92 210 577 368515602
434 561 235 305 684904742
875 914 199 542 429787832
368 959 630 722 470421644
528 726 524 762 31997966
791 808 968 987 239587299
239 676 292 793 701868459
383 781 25 328 159309608
114 274 52 359 287712953
613 725 13 227 230997389
268 322 789 929 470098499
56 277 357 603 902366435
595 833 472 714 961512796
567 861 245 328 911790113
215 407 763 845 675524738
487 845 453 823 481344027
68 725 53 58 594034166
626 703 12 350 194480699
193 480 485 505 379884098
280 659 45 685 605307978
922 955 707 779 951590909
46 951 464 487 768365747
6 586 74 577 74505554
192 341 386 762 516920649
554 941 743 1000 761066226
484 774 377 549 832634064
157 820 581 656 906358690
636 859 237 902 472319582
150 989 271 845 799026864
163 414 807 979 980102015
121 582 123 223 668508256
577 883 217 515 585718206
42 780 504 536 550832381
482 804 189 665 203145398
475 531 75 734 843829087
566 997 152 412 259454804
599 772 441 536 388514250
99 587 238 448 937156966
522 783 378 581 362058841
373 933 174 325 301066607
657 765 327 649 605276772
77 821 607 687 902049461
140 881 542 683 335994945
401 626 22 255 162732945
58 155 6 174 26098284
138 223 71 110 686136799
585 600 861 968 626256664
309 771 206 284 720502056
223 912 62 967 761364457
29 159 721 880 746860805
972 993 128 498 753474824
497 624 428 808 140196873
427 804 296 894 242328947
435 773 292 686 992532959
112 417 606 683 645861570
642 986 541 792 149661595
293 328 279 912 264432184
90 429 239 513 873386013
189 467 675 820 445542592
155 561 18 199 526443049
345 521 172 377 892499118
187 353 81 987 490225918
801 892 14 296 424468799
874 920 355 681 684863173
512 598 384 597 122613212
668 743 635 824 922349038
344 720 350 536 552425060
167 799 291 532 752330500
50 183 386 953 922421706
720 839 658 736 174462041
327 486 62 918 531287928
18 134 249 404 529395032
779 786 145 476 730804755
214 515 584 940 256858894
193 738 152 344 776981838
467 871 311 630 218694153
349 894 41 673 788578972
335 951 200 939 402696013
258 591 54 987 562690933
129 974 81 751 35517317
100 402 797 823 914802758
213 650 498 795 620652653
838 936 177 947 705003625
519 572 200 692 972187111
205 939 112 936 959653629
695 848 699 950 796849271
294 717 694 864 768083694
109 155 609 821 408637314
565 603 228 519 732257282
279 987 94 252 594914225
181 798 113 688 294873087
539 668 163 880 332755753
110 305 57 931 195374364
140 519 851 973 539089668
451 608 216 512 577031735
227 432 123 230 902262175
178 849 42 604 906454713
106 236 168 202 793478439
53 884 455 466 447169243
61 887 470 683 614825587
63 662 334 851 815150409
216 992 316 788 756632408
37 905 587 790 982101970
140 437 654 831 570010073
396 421 538 718 691650649
433 965 193 414 687957659
111 609 521 707 464414720
705 999 359 556 29464375
92 338 129 966 186705914
528 857 135 247 64611357
229 951 248 322 715694143
563 716 441 858 469355482
79 550 111 272 994786255
246 256 107 154 617337527
442 667 744 793 916947195
177 184 120 666 389940806
123 132 332 968 974288140
768 882 98 114 651002778
28 370 454 565 820667224
714 868 437 796 679076970
204 493 750 835 932147756
783 815 722 940 420960850
611 901 488 924 694731998
217 295 687 944 55957810
450 713 432 921 194541492
268 294 382 414 77877040
183 297 101 445 749787603
428 552 651 940 418695662
486 567 434 988 637535911
278 733 441 497 901898813
125 399 237 346 460362312
466 867 607 609 473382502
207 271 7 965 617684367
577 961 81 904 224838509
803 860 385 434 454712335
59 260 317 396 248959669
96 763 207 825 727726299
558 678 379 669 36743597
319 454 253 858 978097831
501 649 255 863 996160035
184 811 13 748 393345111
167 389 618 813 239885340
852 986 181 565 833162442
755 925 737 829 354256685
889 891 716 867 696411464
402 756 499 747 983078231
218 832 279 582 549822352
490 560 705 996 884341926
456 667 164 582 807589671
150 586 174 683 896126188
142 754 307 358 845804350
630 718 515 576 433522679
202 743 283 851 574654713
496 998 228 587 457328879
116 656 483 969 429179312
145 408 48 199 285790849
394 486 755 787 246240584
104 606 291 992 709617579
455 890 153 333 960633440
630 733 254 954 345990179
216 645 87 862 590117957
267 269 38 764 393606548
473 675 395 756 3539730
253 541 148 964 163267994
611 824 73 974 921818698
229 561 170 465 752848912
56 353 110 210 87236049
96 416 129 418 89340876
25 394 48 756 945466508
182 355 144 200 587341064
542 693 232 438 990996770
319 725 139 863 543658895
68 394 84 286 676982391
529 889 565 695 347577320
564 890 181 751 227143180
230 481 202 886 297893326
333 491 702 783 176082538
475 771 701 896 349641876
685 953 562 933 939015942
311 692 172 524 13919586
254 333 564 770 144972425
556 931 608 886 367387427
562 922 40 972 105037911
45 736 310 970 984551938
250 611 238 927 668884378
468 870 2 304 291638759
823 943 308 685 494897757
288 802 89 788 190002803
511 780 221 945 780508876
475 790 70 482 506272890
484 874 838 855 401552710
478 974 10 419 752032775
89 995 911 987 659938962
647 922 599 968 714234321
115 202 208 954 157762393
447 766 556 733 183849056
119 696 29 677 259714612
60 549 678 870 906504790
381 690 387 757 662974507
421 666 346 443 406250820
275 929 323 928 477957618
532 760 682 765 451264812
6 434 500 681 660839477
178 717 80 323 26239052
201 991 233 284 853184879
28 120 707 896 310393696
265 329 210 884 681065966
420 703 475 733 281783111
773 943 184 384 260170982
226 528 247 268 945839202
497 802 130 991 77736887
160 538 6 899 178619314
21 259 186 601 318533498
239 595 21 577 377764955
214 959 361 873 881745023
429 990 575 697 877744660
510 850 487 580 7349259
80 763 440 551 336905598
329 550 531 609 569569653
148 365 889 922 904860649
362 614 621 764 80785496
684 996 554 720 491897376
11 863 564 747 9635801
208 512 2 304 625079482
594 877 105 592 419964844
469 598 315 878 858020974
711 760 539 955 883457061
22 861 33 299 903890512
440 557 551 716 879989247
139 568 310 590 554363852
446 611 550 802 742892500
868 951 368 822 826998084
408 459 18 915 219660518
290 801 154 599 576202229
624 773 306 628 535519257
442 600 202 830 353426823
252 578 371 511 622696405
144 606 381 763 478455051
391 573 657 909 921645433
723 724 127 441 256111707
239 834 726 914 142235192
556 625 248 405 807153124
197 510 450 738 908261047
126 325 477 755 428858646
56 295 344 962 508992717
118 417 165 731 439541864
579 775 752 972 854594816
104 573 221 652 799386474
319 926 468 547 785176694
248 333 75 921 23246863
433 456 168 882 968407586
377 639 94 861 381956082
182 832 581 870 500094774
509 762 59 77 14198522
347 405 481 713 414911703
284 373 370 513 112052316
946 954 187 483 589790294
460 645 410 649 110543788
220 373 313 418 685517630
35 128 384 703 385907504
282 364 21 512 179386279
701 832 50 648 516925285
396 424
1000 1000
822 610 842054033
592 620 830468785
951 182 542874004
400 531 675100577
292 880 760391193
120 213 940868202
545 318 784373079
937 220 980079731
86 251 40942957
202 258 258887377
388 96 629723697
7 325 548418834
798 813 845514669
644 982 59509010
896 579 101765613
607 1 324575974
695 798 798744556
189 515 224742027
295 376 628174499
45 331 855628930
595 212 547455138
202 827 523730753
880 8 240313839
730 270 937545974
849 638 524175533
870 106 455244296
436 577 177084172
390 775 746534377
493 13 207990067
298 556 277013245
799 248 610987168
568 296 579395986
623 138 65574717
880 627 954404481
751 722 182394878
971 187 381151875
848 979 176152052
140 295 976165182
983 716 335508308
89 743 255368011
989 647 293460891
539 201 969940358
260 896 107932816
711 672 647766549
228 871 884645255
896 575 233327303
122 61 439223022
233 693 292395118
318 864 754036671
429 933 738323996
820 355 83260707
979 688 818758948
958 89 364391468
705 68 431535616
199 841 517146143
36 657 787697737
438 520 851916668
973 702 611763997
204 226 160355459
105 799 693984087
936 892 325077914
544 89 815532099
994 252 706567327
262 429 193486190
254 78 414501236
79 547 128636198
432 311 802020280
533 74 920099907
743 461 404447259
988 674 10774509
272 30 443673557
535 838 972519517
255 384 471866476
649 146 564026098
565 799 350177428
554 891 271717257
731 431 857786145
187 583 875589273
556 141 9843113
212 473 421871071
348 359 200964499
123 67 138297395
112 139 817978938
583 301 531958534
974 152 175699027
808 511 779004359
386 34 338649079
705 729 754543730
502 324 455375435
688 943 37338945
296 578 669083089
838 790 902822018
886 723 254983208
16 652 807082806
849 167 647077628
577 86 284938180
275 771 564619307
60 454 379142040
397 47 46882339
647 361 5523775
431 832 946658230
685 148 178259989
949 295 992126396
165 48 108306780
715 384 485666535
555 356 721711628
938 997 964300661
634 458 688115057
260 363 848025179
144 429 539971116
586 545 975625933
173 614 970620907
492 336 60307220
838 544 907159467
402 106 780500160
150 848 460701464
236 986 429207157
346 758 683613472
592 34 224046747
464 263 73545322
737 180 131810047
20 165 92218349
626 329 989056316
623 156 155119012
734 95 334272430
852 295 700560798
581 83 141547532
525 600 114444616
376 66 144274969
574 734 710521649
164 318 102261003
947 60 859055853
734 185 956940453
962 669 141238290
117 450 150036120
849 645 986250179
416 260 448454098
276 750 596218323
826 601 934519695
922 493 129473806
68 752 278188156
408 924 531940041
798 108 419094760
725 348 726921928
39 679 474125333
571 965 895697181
653 1 674787082
468 617 393485964
89 291 491284822
605 727 487235493
138 104 663839451
773 291 644486082
809 684 477457863
797 23 8083774
807 544 866591710
502 896 944996914
289 891 914673503
826 170 519519910
360 696 96931009
456 357 695820732
328 275 557181520
950 704 604303602
487 896 515401244
82 469 105321284
163 382 673065641
286 530 438649230
463 759 742316513
757 260 413533754
607 399 611762715
105 253 90832850
722 878 435451374
143 317 772876997
991 272 852921816
824 667 876853309
933 811 749159362
519 696 189555339
646 569 875427991
628 325 165734736
325 303 330294603
292 163 588910623
172 282 993721013
464 480 728316425
56 104 976446685
425 559 825355528
846 493 329153141
26 814 60751355
129 690 360568383
299 751 243605610
688 684 32366342
318 561 185657568
271 340 384308820
952 223 435817960
828 165 294954169
545 225 133204775
871 299 963838373
898 479 727409086
699 188 303386432
826 512 721103080
254 437 383488667
394 724 182103051
1000 997 563150578
944 493 945556474
660 466 609174372
187 896 788564990
606 647 112893381
694 997 17217237
187 695 221139806
31 546 993215310
122 793 599827707
413 796 390651945
1 909 714723071
609 473 315436601
205 559 770666497
96 52 841342353
571 402 285613047
325 510 790131526
579 713 460098793
756 765 585628480
882 663 556934077
16 919 813828409
116 74 854326892
218 729 644351543
188 10 830091988
146 487 753899720
296 295 988714985
73 669 849924731
594 384 727962286
688 985 947691050
592 729 678640874
693 762 680217292
326 25 783939407
134 116 742735261
708 667 621752143
998 232 347829904
153 450 974748287
949 948 175169316
330 878 290351129
143 208 38308303
165 402 823828651
846 612 328745173
246 65 865092951
315 996 265964377
132 366 941797170
973 505 815359394
168 207 322487552
611 849 757078342
26 751 812687224
446 60 795283425
172 771 2969610
958 969 840305183
896 886 178831504
792 878 335203705
353 661 201758114
562 646 787937752
664 238 442119685
546 622 526028484
826 463 247205764
340 747 138964395
831 457 316121323
116 966 852076826
493 593 636413114
772 673 677546160
58 28 986567160
534 170 283416194
195 760 985191957
826 136 372047780
492 993 502130892
646 804 429809997
548 277 843810043
791 826 226361114
526 973 725327199
915 983 310954990
659 991 479949325
354 207 117073119
842 410 433370278
700 229 277673470
548 951 318290262
399 424 389038984
299 1 852651244
975 483 796617598
37 141 676836777
28 801 778425433
89 207 410546143
886 230 771074795
145 619 582967677
468 866 379830796
506 105 696855663
601 812 296808736
570 295 489300368
979 745 562335043
771 184 201670140
745 538 518887209
657 566 926981213
478 60 492229396
942 434 902317409
722 285 275535677
464 391 758090194
779 724 747830470
842 863 367024499
292 976 93570447
32 830 56469772
220 996 600422060
753 826 720064613
514 125 510807090
15 525 96531815
514 856 287201297
633 687 583490568
571 513 639220016
357 912 492305737
473 439 821089345
849 72 122395995
350 607 53873386
584 729 471958365
117 443 774218001
932 353 116001546
548 637 916308899
308 380 182694907
829 863 196977904
902 122 767630386
105 607 807398941
738 413 325294775
799 176 153251351
465 793 71637316
840 232 93885903
557 413 631530772
292 516 739869774
482 292 313083076
384 817 117556310
394 407 409597271
220 517 327925671
325 981 871313013
693 992 372401147
1 820 200950308
418 181 693129206
874 499 848918573
623 455 75826608
887 544 425213828
545 853 664603273
577 688 280559667
592 858 785126628
462 999 746738801
122 685 368778785
462 571 612432258
751 537 553454057
825 419 819984079
990 836 561031751
471 1 454671485
5 200 316906886
196 991 319449680
549 379 514933034
334 68 498490356
540 991 618332253
781 808 978320538
269 296 223263629
934 880 495994372
951 877 222909441
658 581 130631525
490 496 249174480
211 312 871688237
826 549 888697382
563 931 338701131
693 751 12692619
357 580 830144451
312 896 721769413
417 369 180094301
241 194 390288942
59 579 468832410
281 353 139529948
997 963 330057003
960 331 108675148
376 179 893474354
104 63 425058961
453 187 662273361
413 849 257888297
669 100 443788144
479 826 823338953
722 732 140931004
850 976 194728557
892 495 813216497
395 22 98851545
940 577 219259894
958 483 840752331
195 654 818271690
194 89 190780469
187 862 195602846
94 492 779368776
266 751 984579894
527 602 346734724
952 29 798738066
116 71 213583117
393 26 506651027
467 110 59942646
976 740 184853804
895 177 866084989
488 546 850426348
420 648 563018497
203 617 265030697
322 383 457990901
695 972 255672300
900 384 316177666
483 92 796612301
860 782 553025156
464 369 258682769
200 299 630731263
350 414 517634930
607 432 512308897
524 509 797304269
186 273 18439444
292 729 417463111
